"comment","labels"
"fresh air, continuing focus on excellence in care for our patients.we continue to be challenged to deliver outstanding care both in a physical sense but also in emotional terms","[]"
"i believe we always work for the good of the patients/recipients, which is a big motivator.","[]"
"providers are not taking advantage of our portal for simple inquiries on multiple claims/patients","[]"
"proper ppe for taking care of patients.. we have lower our standards to be reusing most of the disposable ppe which can easily contaminate staff.","[]"
"proper ppe for taking care of patients.. we have lower our standards to be reusing most of the disposable ppe which can easily contaminate staff.","[]"
"helping patients/ not big pharma","[]"
"stop chiming in on every political or cultural cause, and stop creating programs for employees that signal how virtuous we are to one another and to the community. start finding out what actually matters to the patients/members, and work on those.","[]"
"i have no knowledge about what actual care our members/patients receive from providers. ","[]"
"there is a lot of focus on integrated care and holistic care fo rpatients. it's exciting to be a part of that. ","[]"
"patient care is my main focus,to give best dialysis treatment to my patients.treat them equally.","[]"
"caring for the client/patients/residents are the priority which should always be number one because that is why we are here for them. ","[]"
"clinica is always trying to do more for the patients.,however sometimes all the pt wants is to get in. take care of the problem and leave, they are not always excited about talking to ""yet another person"" at the end of their visit. ","[]"
"the busiest clinics do not get properly compensated for the work they do. double/triple booking procedures all day is not fair for patients/employees or safe, especially in a pandemic. ","[]"
"the high quality of care given to our inpatients, the friendly working environment, the convenience of location.","[]"
"resident/patients come first, quality and attention","[]"
"working with patients/families. helping staff to be happy.","[]"
"the investment wheeler has made in me, to focus on clinical quality and improving the quality of delivered services, demonstrates that wheeler is dedicated to always doing right by clients/patients, and identifying areas where we can improve. ","[]"
"we are't getting  any new patients-referrals  from any one.","[]"
"she has encouraged and will be giving me time to observe a specialized surgery so that i will be better able to write an imformative handout on this surgery for our patients/parents","[]"
"when all staff in all levels and all areas are held accountable for their responsibilities to ensure the right/correct things are being done, which in the end, is the right thing for the patients/staff/community/moses cone health system.    ","[]"
"i feel there is a large focus on patient experience, and doing everything we can to improve it.  including dealing with rude and inappropriate behavior from families/patients.  there seems to be little support or interest in staff/employee experience.","[]"
"while we make efforts to make the job more efficient so we may focus more time working with and talking to our patients/nurses, some seasoned people may become very negative as issues (technical or not) may occur, and ask why we are changing the process to begin with.","[]"
"the amount of patientswe have has gone down. ","[]"
"omh and aurora in competion forpatients.","[]"
"ability to care for patients/office space, exam room space and support staff.","[]"
"lack of referrals in my area, being able to get enough patients/hours","[]"
"releases are done efficient and well every month with no outage. we have scheduled outages but every month all the releases for the past year have been without an outage. that is steamless and vary helpful keeping our clients/customers/patients happy and glad they are working with/for vrad. ","[]"
"any, and or all changes that affect employees/patients.","[]"
"helping the patients/families","[]"
"i love that we are gaining new chippa sites and making more availability to our parents/patients","[]"
"my patients/co workers and my overall job.","[]"
"the ability every day to impact the lives of patients/their families in a positive and meaningful way. ","[]"
"possibly by asking one idea be submitted once or twice a year to from each caregiver that would or could possibly better service outpatients or make a job easier for others.","[]"
"we have many temporary staff at this facility, many are here for a check and not for the patients/community that this facility serves. this hurts morale, it hurts our scores and overall patient satisfaction. this in turn comes back on the staff that is dedicated to lcmc.","[]"
"enough employees to cover the job that is consistently growing in detail and quantity of patients/variety of services added","[]"
"they smile in the hallways and say hello with eye contact. they take patients/customers where they need to go. they treat each patient as they are family.","[]"
"what i do for the patients.doctors","[]"
"directors/managers could be more friendly and caring towards employees and residents/patients.","[]"
"safety of staff is overlooked, patients/visitors are not very nice to staff most times and getting a poor press ganey from them and having to fill out what we could improve on is frustrating, sitting at desk in triage being yelled at over and over for long waits is not fun, 4:1 with a busy department is very stressful.","[]"
"truly value doctors/patients and tirelessly work to make their lives better","[]"
"slightly, i wish i worked with the patients/clients slightly more in my role, but i understand that is not what pra does.","[]"
"my years of working here. i have seen thousands of sick patients/families members leave here grateful to the doctors and other staff members for a job well done.  ","[]"
"direct contact with thpatients and fmaily","[]"
"close-knit community.  everyone-  including staff and patients- are like family.","[]"
"it is inspiring to help patients-especially those who have been in pain for years-to realize their potential.","[]"
"strong work ethic, strives to be the best and has genuine interest in the success of employees/customers/patients.","[]"
"they say it's all about the patients/people and it clearly is not.  all aurora cares about is the money.","[]"
"i like what i do and the people/patients i work with. i feel i am really contributing to the well being of our pts.","[]"
"scheduling outpatients - inability to adapt to bumps in the road/changes to schedules","[]"
"i don't deal with patients/public in the business side.","[]"
"professional staff that care about the patients.also very encouraging atmosphere ","[]"
"not enough bandwidth. unfortunately, i feel like good ideas go to die at bch, because people are too busy to take the extra time, to improve a process that everyone agrees is not efficient/ good for staff/patients","[]"
"i think we need more support for ca's who are newer or has more patients/providers. ","[]"
"seeing positive outcomes with patients/residents","[]"
"the understanding that we need to care for the whole person. we value and honor our patients/families/staff physical, emotional, social, and spiritual needs as we care for them holistically. compassionate care--our employees genuinely care.","[]"
"focus is on caring for our patients/community","[]"
"less focus on bottom line and more focus on doing the right thing by our clients/patients","[]"
"hire more stakeholders quickly to keep up with increasing surgeries/surgeons/patients.","[]"
"listening to the concerns of the clients/patients._x000D_
improving the computer systems.","[]"
"i think some exceptions to the rules are made for certain people/patients or companies we do business with.","[]"
"genuine commitment to serving residents/patients","[]"
"high caseloads. travel. inability to meet needs of all patients/families.","[]"
"the way we care for our patients/community and our own staff members.","[]"
"commitment to serve patients/families.","[]"
"the patients/customers.  they make everything i do worth it.  i treat everyone the same way i would want to be treated","[]"
"the success rate of patients/clients","[]"
"help asd be the best pharma distributor; and maximize how many companies/patients can be helped.","[]"
"helping the patients/community here in hermiston.","[]"
"work to provide solutions to long standing institute problems (such as difficulty with coordination of care for outpatients and our outdated documentation system)","[]"
"as i get older will they need me,because i feel i still have something to give and show the new ones that come in like patients/concern/love/kindness and helping one another.","[]"
"outpatients will be refferred to other facilities owned by medical staff at nebh.","[]"
"my office is very unstable with the dr difficult to approach with questions and no arnp to assist with patients.dr is overbooked and staffing in the village office is always short staffed. ","[]"
"not enough work/patients","[]"
"i feel we have seen a decline in inpatients and i worry about losing hours which affects my ability to support my family.","[]"
"continuing to grown and integrate services to help our clients/patients.","[]"
"i'm not really sure...maybe just the consistently difficult situations/patients that we deal with on a regular basis? ","[]"
"by the hiring competent employees who are able to work directly with the patients/clients. ","[]"
"this job does allow me to work at the top of my license. i was expecting to work a little more directly with patients/members. ","[]"
"having been raised in the community, my connection to the patients/families.","[]"
"the focus seems to be on the patients/residents","[]"
"kudos from coworkers and patients/families","[]"
"that the hospital may close due to lack of inpatients.","[]"
"the altenative choices we have as patients.highly skilled mds.","[]"
"i've  haven't been with intercommunity for very long however, for the most part, everything they do for our patients/staff is done efficiently and well.","[]"
"our work directly impacts patients/ end users.","[]"
"the computer charting system (meditech and cpn) are absolutely appalling and slow down our job immensely. changing to a more efficient charting system would increase productivity and likely allow us to care for more patients/nurse!","[]"
"money driven and not always for best interest of patients/children","[]"
"by making sure we have the supplies to do our jobs and to make sure we are properly staffed to accomodate our outpatients.","[]"
"they truely care about the patients/members and their family","[]"
"they care more about the budget than staff/patient satisfaction, safety, and meaninful experiences with patients/family","[]"
"to feel a little more relaxed w/patients.  to not feel so spread thin with responsibilities.","[]"
"loyalty - i don't think the company feels as  much loyalty to it's employees as the employees have toward their patients/co-workers.. i get the feeling that anyone can be replaced or let go without a second thought as to how that affects someone's life and family.  ","[]"
"make sure patients/clients best interest are what is motivating to changes and treatments, not money or anything else.","[]"
"the changes being made in this organization appear to be oriented toward more revenue and not toward the care of the patients/people we serve.  as a medical facility, i feel it is unethical to treat the people we serve as a product where we are seeking more revenue rather than treating them like people and ensuring they are receiving the best care with high satisfaction.  ","[]"
"i would like to see more responsibility of families to their health.  i believe that our patients/families do not experience natural consequences for issues such as no-showing appointments, being very late for appointments, or doing what the providers advise them to do health-wise.  ","[]"
"more classes on how to treat our customers/patients and other in the work place. more classes on computer usage.","[]"
"my manager would try to keep me within a certain distance between patients.. also if im overloaded she will usually try to unload me and find me some help..","[]"
"hire qualified personnel, not new grads all the time.  we need some experienced people to care for the patients/","[]"
"they are truly concerned for the welfare of our children/patients","[]"
"they value the employees. they even visit the floors/units on some weekends to greet us, to make sure we are okay and ask questions about staffing and other things. staffing of nurse/patients ratio has greatly improved in the last few months.","[]"
"they think about the residents/patients first.","[]"
"some of my experience at wheeler highlights that clients/patients are just a number which goes against my professional beliefs.","[]"
"schedule, people i work with, supportive manager,  and unit is always trying to do what’s best for the patient/patients.","[]"
"foresight, planning, understanding that our patients/clients are our business - and commitment to providing best service to individuals we serve","[]"
"too many patients/too busy.","[]"
"keeping adequate supplies available, when things are loaned to other departments and we cant't get them back. we have to spend a great deal of time trying to get supplies/equipment as our census increases. i would like to have pediatric specialists available at our facility so our peds patients/families are not transferred to get the care they need. on a personal note i would like to return to being able to wear our choice in uniforms,i like having some variety and self expression in my scrubs.","[]"
"inefficient processing patients/checking them in my department (mammo)","[]"
"heavy patients/families - rn's are spread too thin and assignments can be overwhelming","[]"
"hard to do/say everything necessary to get the preception to patients/family so we get ""scores"" appropriate to the great care given and actually doing and documenting that care in the amount of time given with the patient load needed to take.","[]"
"the stressors i encounter as typically related to the nature of the work- the movement of patients- including high influx (multiple admissions)times ","[]"
"employees who believe that we can continue to things the way that we have always done them. the market is changing on an almost daily basis and we need to be agile in order to continue serving our patients/customers.","[]"
"less pressure on money and number of patients- i feel that it may become how many private practices, numbers, numbers, numbers! more focus on quality of care!","[]"
"in the midst of the phe, restricting visitors and outpatients.  utilizing telehealth to continue the services.","[]"
"with the huge capital campaign, they are becoming a little less sensitive to the staff/patients. that isn't exactally what i mean to say, but they sure seem to be losing touch with the staff/patients...","[]"
"we have appropriate productivity requirements however when growing, we are expected to have higher productivity to demonstrate need for assistance, we have demonstrated need and still see excessively high patients/day ","[]"
"more work/patients, a clearly defined area i cover","[]"
"it has been recently all about reaching certain numbers whether it make sense for patients/clinics or not. ","[]"
"we have appropriate productivity requirements however when growing, we are expected to have higher productivity to demonstrate need for assistance, we have demonstrated need and still see excessively high patients/day ","[]"
"make changes slower & with more notice, so that staff and patients/families can adapt to them a little better. its very difficult to know what is what with how quickly we continue to change policies/protocols/products/procedures.","[]"
"they do not understand the dynamics of woking in the trenches. they make the rules for everyone to follow-not aware of the outcome for staff/patients.","[]"
"the patients/meaningful work","[]"
"the care of my patients.. and the smile i get from my care...","[]"
"the organization really cares about their customers/patients and wants them to get the best care possible.  the patient comes first.  they work very hard to let their employees know they are apprecited.","[]"
"i need more iv slots to accommodate my patients.. i need the support and help of the nurses. ","[]"
"committed employees with passion for wellbeing of clients/patients","[]"
"let your people know when a job is wel.  we are always made aware of mistakes, if it weren't for the patient's appreciattion, i am sure would feel like crude.. hopefully the people you hire want to be here and love the job and the patients..  and although you really don't do your job for the accolades, it feel awesome when you boss says great job,  job well done  or just notices/acknowledges something you did something well/great ... positive reinforcement, is a great motivator in the work place.. ","[]"
"that sometimes it takes a little longer to do patient care than the time that is allowed..every now and again we have to stay longer with patients..whether it's to calm them down.or make sure they are no longer anxious..or just to comfort them..and we shouldn't get reprimanded or called into the office for it.","[]"
"my coworkers & the type of work i do interacting w/patients.","[]"
"working with the patients/families,coworkers and doctors.","[]"
"helping kids/patients through their difficult journey","[]"
"process orders/prescriptions, stay in touch with patients/caregivers, compound efficiently. ","[]"
"nurses do all these: pick up trashes/ hamper, blood work, no pct. all nurses are burnt out. nurse-patients ratio is terrible. ","[]"
"rehab now leaving east!  really, is east going to stay open? how can this huge building stay open with so few inpatients?","[]"
"the patients- being able to help people ","[]"
"a few people are here for a job and money and do not really care, but most people do care about the patients/customers ","[]"
"offer interviews for promotions, office staff needs to be more mindful of how they are perceived and how they speak to others (family members and staff). just be honest and stop trying to trick staff into working especially on difficult patients/families ","[]"
"the delicacy of the work direct care providers perform and how much time it takes to do it well. when we have to take shortcuts to carry a high caseload patients/families don't get the highest quality they deserve on this final leg of a scary journey. our internal processes are very cumbersome and have added an alarming amount of detail that has to be remembered to perform the multitude of steps to complete tasks. ","[]"
"being able to contribute to the quality of our patients/residents lives.","[]"
"we treat our patients/clients with the best care possible and meet them where they are. we provide an individualized approach to caring for them in a holistic manner. ","[]"
"nursing staff will ask if any questions about patients/ difficulty with transfers etc. ","[]"
"having to manually track patients- is concerning because pt can be lost in system. time spent cross checking to make sure all pt on worklist are steps that were not needed in the past and can be time consuming. (and pushing pt one at a time thru re-order process.)  not sure all programs have to deal with this method- might just be therapy i am involved in- unsure. ","[]"
"they need to look at how some of their staff treat patients-every department has problems, essentially the er","[]"
"caring for our residents/patients.","[]"
"the relationship with my patients/families, and feeling i am contributing to their wellbeing.","[]"
"our patients/customers ","[]"
"care for their members/patients","[]"
"care for the patients..  so  well !!","[]"
"how harklinikken affects their day to day operations. what we can do to improve the transfer of clients/patients between each company so each client/patient's needs are fully met.
","[]"
"the time i am able to give to my patients/members","[]"
"i have made strong working relationships with staff. i have a lot of freedom to create programs needed for patients/families valir serves.","[]"
"the patients/children.  being able to make in difference in their lives by being able to help the clinicians/providers do their jobs more efficent.","[]"
"making a difference in the lives of our patients/families. ","[]"
"i truly believe in the clients/patients we serve in our communities and feel we provide a very meaningful and needed service to them!","[]"
"it's intrinsic; helping veterans/patients gives me satisfaction; don't always need a pat on the back.","[]"
"the ones i have encountered are very enthusiastic about their jobs and you can feel that they really care about how well they do, how well you do, and how well the patients/clients do. it's about quality.","[]"
"continues to visit the facility, and make sure that the employees and patients/ parents are satisfied with the care they receive.","[]"
"every staff member has some sort of expertise to share and is dedicated to helping patients/families/colleagues","[]"
"what i do helps real people/patients","[]"
"ability to give aid or help to our patients..","[]"
"they really care about the patients/children.","[]"
"caring for patients/clients ","[]"
"helping my customers/patients","[]"
"it is such an exciting time to be at exact sciences. we just overcame a huge hurdle and being part of the process to help bring covid testing to our company feels like such a huge accomplishment in the short time we had to do everything. our continued hard work will help so many patients- both with covid and cancer!","[]"
"different types of illnesses/patients","[]"
"the chn name is becoming more and more impressive.  when you say you work for chn, people are impressed.  this makes me feel good about the direction of the company because our customers/patients are the people that keep the network going.","[]"
"beter care for thepatients in evidence based practice, holding doctors accountable, quality","[]"
"it is a very rewarding job. i always feel encouraged by my coworkers and patients/families. ","[]"
"i get to make a difference for both employees and patients/families","[]"
"fh encourages/allows  me to work with others departments to best meet the patients/providers needs. i feel connected and so i am motivated to do my","[]"
"self defense, de-escalation and safety for not only myself the patients/visitors","[]"
"this organization is too ""corporate"" in its mentality and has lost sight of the fact that healthcare is about taking care of patients-not living up to spreadsheets and insurers expectations_x000D_
this is not a nimble organizational structure and way too top heavy with administration-little has been done to enhance medical practice in efficiency-_x000D_
our department has been understaffed in relation to all other departments, and still nothing done to rectify","[]"
"clearly dedicated to the community/patients/employees","[]"
"more contact with patients/nurses","[]"
"quality service in all departments when it comes to employers/members/patients","[]"
"the ones i have encountered are very enthusiastic about their jobs and you can feel that they really care about how well they do, how well you do, and how well the patients/clients do. it's about quality.","[]"
"having clear expectations, making patient care their first priority, taking care of the wellbeing of its employees and creating a pleasant environment for patients/employees to enjoy","[]"
"seeing good outcomes for the patients..","[]"
"take care it its employees and clients/patients.","[]"
"working with clients/patients","[]"
"we often feel like our schedule is over packed with too many outpatients and with all the add-on's we get, it makes for a very hectic work schedule and a very tiring day. it is easy to make errors when we are rushing around so much. i would like to see something done with our scheduling process so that we don't feel like we are stressed out every day. i feel that would make a huge difference in how we feel about our job. ","[]"
"should be an all private room hospital---for satisfaction, privacy and infection control.    food service --for patients-is poor- i am embarrassed f many of the meals that are served","[]"
"the way they always try to do their best, going above and beyond for patients/families.","[]"
"she is easy to access, meaning i get her on the phone or in person! she is always willing to jump in and help with patients.what manager does this? nobody but her. she has a positive attitude and will work with you on most anything. love her. ","[]"
"lack of diversity in nursing and culturally insensitivity between staff and towards patients/families ","[]"
"uh is dedicated to providing the best resources for patients/clients.","[]"
"better staffing ratios and less mandatory ovetime.  it tends to get exhausting when every shift there are not enough nurses to meet the needs of the units.  this makes assignments very tough and unsafe at times.  i would like this to get better soon, so that i feel safe and confident at my job again.  i love chw and the patients/families i serve, and i love being a nurse.  i just would like the overly stressful assigments, and the unsafe staffing ratios to come to an end.","[]"
"i love the fact that there are new docs coming into the florida hospital family and it helps keep the patients/clients in one facility.","[]"
"everyone is committed to doing their job well, to their fullest potential, to help our patients/clts with their mental health needs.","[]"
"increased prn availability, ability to flex hours if outpatients want to come late or early","[]"
"their concern for employees and members/patients.","[]"
"i love my patients/parents and coworkers enjoy helping them and the pediatricians care for them.","[]"
"the build out of new tower with more beds for inpatients.  but i plan to retire...","[]"
"i think  my work is very much important and meaningful because to  prepare all the carts in their room everything ready for them helps them a lot in times of critical situations and not critical situation. because as i have told you at the very  first my and our concern is for everybody""s safety most especially to our patients.to give them the best service with the best of our knowledge.","[]"
"bring in an objective set of eyes to evaluate the best way to complete the intake and registration of outpatients into the therapy area. the scheduling process/procedure doesn't work in this setting and there have been many, many iterations of the same thing, always with the same result. sometimes, i feel like we can quote einstein, our name sake and say, ""insanity is doing the same thing over and over, expecting a different outcome.""  the process doesn't work for our setting, where patient are recurrent and there are a lot of schedules to maintian.","[]"
"have transporters take inpatients back to their room when they are on their way to pick up a patient.  not make transporters strip pt rooms. ","[]"
"we need a bigger department with more rooms and a bigger waiting area for inpatients and outpatients. it is too much of a crowded area.","[]"
"less stress on # of patients/cases worked per day and focus more on being detail-oriented","[]"
"continue to model best practices and incorporate into other locations. we should all represent as one system regardless where the patients/families go. follow the same standards of behavior within som faculty that chco follows - a minority of the faculty but takes up the majority of effort. ","[]"
"more staff to help care for our heavy patient loads. more staff (which costs money but leads to..._)=better patient care=happier patients=higher hchaps scores=more money for hospital","[]"
"establish contacts with community resources that will make it easier to connect patients/clients with resources.  establish protocols for handling difficult situations that we face often.","[]"
"streamline the process for outpatients","[]"
"phone system and the way patients/fkamilies can contact office/nurse in direct correlation to their care.","[]"
"looking at the changes in health system to effectively recruit and keep physicians and midlevels.  the overwhelming issues they encounter with nursing home/ patients/ and refills.  screams burnout!! been here over 20 years and it has changed some but still not seeing change that is going in the right direction to keep staff . educating community also would be helpful.  we have an aged population and they are still old school when it comes to their health care.  not sure how to make this better but needs addressed before we loose more??  ","[]"
"there is a tremendous amount of waste (duplication of efforts, unnecessary steps, waiting on communications/patients waiting, consistency of processes, unused human potential).","[]"
"showing what a huge impact other ideas had on  a team/patients.","[]"
"christus cares about its patients..and thats the main thing i love about it; i would bring my family members here in a minute.","[]"
"improve patient care areas and provide free parking to outpatients. ","[]"
"connection to subjects/patients","[]"
"willing to make new inpatients admits ""boarders"" but not willing to answer inpatient pages about these patienfs","[]"
"diversity of patients/diagnoses","[]"
"i believe he does his best to encourage and inculcate a culture of caring.    the great majority of people who work here do care about the quality of their work and genuinely care for their patients/families. ","[]"
"that some of the smaller satellite offices, though don't have the volume of doctors/patients, are still just as busy and are fewer of us to do the tasks.  that it's easy to get burnt out on the same tasks day in and day out, and sometimes we do need a break and would like to try something new.  ","[]"
"that it is about our patients/clients.  if we treat them well, and take good care of them, and work efficiently while doing that, we'll thrive as a business.","[]"
"the level of satisfaction i get from working with my patients/families and the positive change that has occurred in our department the past several years. ","[]"
"our manager is wonderful but trends in what the hospital is looking for from staff have changed and support for our efforts for patients/research/teaching have declined","[]"
"working directly with patients/veterans ","[]"
"they keep up with the changing healthcare environment.   ex:  realizing the need for providing excellent healthcare to their patients/clients as well as the need to control healthcare costs.   taking steps to obtain a medical home status.","[]"
"the new locations, outlier clinics, and the constant addition of new and more doctors are exciting and hopefully means more growth/patients to our business.","[]"
"this organization wants to be the best & make sure that all of the patients/customers get the best possible service. ","[]"
"it is successful in getting new doctors/patients to come.","[]"
"focus seems to be on patients/residents","[]"
"focus seems to be on patients/residents","[]"
"administrative staff is very optimistic and is always looking for ways to improve our service to patients/clients and that is what will make this organization continue to take a positive direction.  ","[]"
"overall the care of patients/helping work out issues, and just a very nice place to work good people.","[]"
"the positivity from staff and patients/families. every person is there to help you and the people around you. _x000D_
_x000D_
","[]"
"the work that we help our patients/customers that makes a difference in their lives. ","[]"
"i love what i do and the patients/parents i take care of","[]"
"the compassionate and care shown to their patients/families and their employees.","[]"
"desire to provide care for patients/families","[]"
"since jon vice left, it seems that the focus of chw has shifted towards more business and less towards the actual care we are able to give.  it's all about saving money (less supplies, less staff) and not about having time to comfort a parent/patient or provide the type of thorough care we want to provide to our patients/families).","[]"
"not kick out participants/patients from the network when they are trying to improve their health with prevention.  i thought this was the whole point of this network and the wellness programs we provide.  _x000D_
_x000D_
_x000D_
_x000D_
  ","[]"
"understand the value of a doctor- patient relationship - this is what will drive patient satisfaction and success. any responsibilities that take us away from that- time to dedicate to patients- will lead to physicin dissatisfaction . honor the one on one relationship, over the system, and the tighter idioms will be made.","[]"
"if we all would greet patients/ some do & some do not say hello or good morning or good day, etc ","[]"
"not all patients/ providers/ clinics can follow the same workflow model (i.e. the diabetic pre-visit planning workflow).  not everything in healthcare can be standardized and put on a flowchart.","[]"
"stop changing lots of processes in the ors that worked (we keep ""fixing"" things that arent broken) such as which nurses put iv sets tpgether, how we handle x2s for inpatients when coming to or, changing iv sets and tubing often and then harping on turnovers while adding additional tasks to be done between cases and decreasing the nursing staff. piling more work on and making it less efficient while only giving 20 mins between cases. ","[]"
"it's communicated that patients/members needs are highest priority. ","[]"
"the staff at wch are motivated to provide excellent care to our patients/families","[]"
"sometimes think of patients/employees as a number","[]"
"staffing acuity and managing the budget.  it is difficult to manage a set budget on a unit that has fluctuations in census and acuity sometimes on a shift by shift basis.  nursing hours for outpatients need to be considered, they receive the same high level care and should be built into the budget.","[]"
"most of us go above and beyond our job for our patients.pay needs to be increased to meet the work that is being done in the hospital setting.","[]"
"the demands of nurse. unrealistic expectations!!!!! olding patients/ families more accountable towards their treatment of nurses/staff.","[]"
"helping the children and their families.  helping me to keep perspective in my life, and helping to bring joy to families/patients in such a difficult time.","[]"
"because i see what is said about patients/families behind closed doors, i have had family members here before and was less than pleased with the care they received. ","[]"
"take proud in the company and take care of the needs of the patients/clients.","[]"
"neugen is moving to change healthcare and the relationships between us, the insurer, members/patients and providers.  this direction could set a whole new standard for companies like neugen.","[]"
"getting to work with the different programs/patients","[]"
"growing population and demands of the patients/family","[]"
"the staffing issues, outpatients that are scheduled are scheduled as a full staff schedule, we are consistently short, we have no help in our department. ","[]"
"satisfied patients/families_x000D_
caring co-workers_x000D_
my supportive/encouraging boss","[]"
"happenings in our local area. to be able to give resources to local patients/residents.","[]"
"the patients/ hospital/an employees and  community come first       ","[]"
"entrepenurial spirit and culture, quality products, care for patients/hospitals","[]"
"i enjoy the work i do here and with the new tower opening soon it should only make it better for both employees and patients/families.","[]"
"managing more time efficiency of tests/exams for in-patients.  ","[]"
"making care attainable for the patients/families.","[]"
"the investment wheeler has made in me, to focus on clinical quality and improving the quality of delivered services, demonstrates that wheeler is dedicated to always doing right by clients/patients, and identifying areas where we can improve. ","[]"
"coming to work for the patients/children is motivation enough for me, their opinions matter most to me.","[]"
"working for a company that is focused on a disease state and helping patients..","[]"
"some of the new rules or daily things added take time and focus off the patients.i would rather this be a passion for me then just a job.","[]"
"biogen cares about the patients/communities we serve and we offer the best therapies in the industry. ","[]"
"being able to help people/patients.","[]"
"having more support for challenging situations/patients.  having more contact with my supervisor. ","[]"
"more contact with the families/patients. ","[]"
"giving quality time to my patients.time to do the paper work.the stress to ""get done and clock out by 7:30"" or corrective action.(sorry you ran short staffed but you need to be out on time.","[]"
"physicians being held accountable for patient throughput. they make rounds late...this delays pt discharges and new pts are unable to get into rooms ...this makes all the patients/ families dissatisfied...one because they can't go home and one because they can't get a bed...then we have to deal with dissatisfied disgruntled patients/families","[]"
"having less stress. working in the ed, a constant frustration is holding inpatients. therefore, i think if that were to decrease- that would ease some of the stress here in the department as a whole. ","[]"
"honesty _x000D_
integrity_x000D_
retaining employees that care about doing a good job and support the staff and patients- we are loosing all of our staff and their jobs are being filled by people who are in over their head.","[]"
"the patients- they are why i am here and keep working ofr this health system. ","[]"
"the patients/family and my co workers","[]"
"rushing people through/not taking time with patients/only thinking about money","[]"
"focus on too much productivity and seeing more patients/more patient volumes that are not realistic and give poor care/time to the patient. care givers burnt out.","[]"
"manager has too much on her plate to effectively lead our division. it is unrealistic to expect her to see patients/families and effectively lead/advocate for our division.","[]"
"many staff members at beebe are wonderful caring people who work hard on behalf of patients\others.","[]"
"by listening to their employees as well as their patients/visitors","[]"
"because of holding in pacu.  we are not set up well for inpatient care.  holding icu-  we are not an icu.  many times they are trying to send other patients- non procedural- to us just because they have over filled the hospital, in addition to our regular workflow..","[]"
"taking care of the patients-making a difference in their lives during a stressful time","[]"
"our providers care about helping patients/families achieve better outcomes rather than how much money they make.  ","[]"
"aurora employee's people that have a genuine carring attitude for clients/patients. ","[]"
"constant demand to work more days, more hours. staffing is always short. more patients-unsafe environment. unable to chart appropriately due to high pt-nurse ratio, high acuity, lack of support staff. constantly feeling like my license is on the line.","[]"
"higher acuity patients/being able to have more specialties for admission.","[]"
"caring for the client/patients/residents are the priority which should always be number one because that is why we are here for them. ","[]"
"i wonder what looking through the eyes of ""caring"" would find. it seems that people (patients/staff) have been pushed to the side and all that gets looked at is the $$$$ and the numbers.  that is sad, maybe there is hope, yet.","[]"
"legacy community health care about our communities/patients. everything that we do with do it with a lot of  passion.","[]"
"the staff is 100% there for the children/patients","[]"
"need more nursing care (aides); increased staff to assist patients/residents","[]"
"acuity and staffing with appropriate number of nurses based on acuity of patients- not solely dependent on the ""budget"" but on actual patient acuity, staffing mix, etc.","[]"
"ability to give aid or help to our patients..","[]"
"less medical facilities, and providing more national centers to reach out to perspective ppatients with us/able bodies, doing the traveling","[]"
"-some employee's burnout _x000D_
-difficult parents/families/patients _x000D_
-passive aggressive comments and attitudes _x000D_
-employees being mean about other employees _x000D_
-heavier work/case load then ever before_x000D_
","[]"
"sometimes personal issues/biases get in the way of ""providing an exceptional experience"" for our patients/customers. ","[]"
"changes in the demands of patients/families","[]"
"the work load is grand and is not distruibuted evenly among coworkers. our department is always the busiest and it is disturbing when we have doctors coming into our area and raise their voice to our supervisor in front of our patients.. different doctors have different needs but all can not be met and we need a little more understanding ","[]"
"plans to express, perform care and concern for staff and patients/clients","[]"
"clear expectations of how many encounters/patients to reach (productivity)","[]"
"when management/ physicians respond to my concerns.  _x000D_
when patients/ family members are grateful for good care.","[]"
"company has a sincere wish to help children/patients.","[]"
"a a whole, medtronic diabetes means well and does truly seem to take care of their patients/customers.  ","[]"
"its not a culture for everyone. if you are truly driven by helping patients/drive science forward and at the same time can handle not being included and always being seen as the 'new kid on the block', this is a great place for you.
the lack of inclusiveness wears people down though","[]"
"if i floated to other areas, and saw that the areas were well-staffed to take care of the patients- when i go, call-lights are left unanswered and the staff is stretched too thin.","[]"
"our messaging is focused heavily on convenience and access for all members/patients - we take time to personalize our message and consider all types of members and their access to care","[]"
"he is genuine and honest, caring and compassionate and is looking out for out best interests as well all look for the the best interests of the patients/population we serve. ","[]"
"providers are not taking advantage of our portal for simple inquiries on multiple claims/patients","[]"
"less pressure on new patients/visits","[]"
"people dying of things that can be preventable, lack of time to be able to empower people/family/patients, ","[]"
"i would like a more regular schedule- regular patients/hours but i have not been there long so i am trying to be understanding about it","[]"
"everything we do comes with the question ""how will this affect member experience?""  members/patients are always our main concern when making any changes to our organization.","[]"
"another x-ray room. having only one room is an issue when the room goes down. also outpatients have to sometimes wait longer than they should because we have a procedure going on in the x-ray room. ","[]"
"interacting with rude patientss","[]"
"as a cancer survivor,this organization saved my life,and i get paid everyday to help other cancer patients.pay it forward says it all!!!!!","[]"
"making a difference in some instances w/patients","[]"
"the amount of people needed to do the work they are asking of the staff. there is a lot of follow up needed w/patients for missed appts, tests, etc. that need to be done to clear up work lists and meet star measures as well as the day to day work of patient care, messages, medication refills. it seems more support is needed for the extra work","[]"
"i love all of my patients/clientelle,the staff i work with are most agreeable.","[]"
